16MN102-1		99.71	94.09	99.46	89.30
16MN102-3		99.70	93.84	99.49	89.74
16MN105-1		99.67	93.37	99.47	89.52
16MN106-3		99.70	93.98	99.49	89.79
16MN107-1		99.69	93.72	99.49	89.74
16MN107-3		99.69	93.68	99.46	89.34
16MN110-1		99.68	93.48	99.48	89.69
16MN110-2		99.69	93.63	99.49	89.80
16MN118-2		99.70	93.88	99.49	89.84
16MN119-1		99.70	93.92	99.52	90.42
16MN121-2		99.69	93.68	99.50	90.01
16MN84-1		99.68	93.44	99.51	90.17
16MN85-1		99.68	93.51	99.55	91.04
16MN88-3		99.68	93.50	99.49	89.85
16MN90-2		99.71	94.15	99.48	89.56
16MN93-1		99.77	95.22	99.57	91.44
16MN93-2		99.68	93.43	99.52	90.34
16MN94-1		99.72	94.33	99.52	90.36
16MN94-2		99.74	94.71	99.57	91.42
16MN98-2		99.70	93.88	99.44	88.95
16MN98-3		99.67	93.32	99.50	89.94
16MN99-1		99.72	94.36	99.48	89.72
16MN99-2		99.70	93.98	99.50	90.05
16MN99-3		99.71	94.06	99.44	88.91
16SD69-1		99.69	93.65	99.49	89.86
16SD74-2		99.72	94.29	99.50	90.09
16WI76-1		99.70	93.80	99.49	89.81
17AR69-3		99.73	94.41	99.56	91.14
17FL20-1		99.75	94.81	99.50	90.03
17FL20-2		99.75	94.79	99.50	90.03
17FL20-3		99.74	94.74	99.50	89.93
17FL21-2		99.69	93.78	99.53	90.66
17FL22-2		99.70	93.80	99.53	90.66
17FL23-1		99.69	93.77	99.53	90.62
17FL23-2		99.69	93.75	99.53	90.57
17FL26-3		99.69	93.71	99.53	90.54
17IA105-1		99.77	95.22	99.56	91.25
17IA106-3		99.68	93.50	99.50	90.07
17IA108-2		99.70	93.80	99.49	89.75
17IA111-3		99.69	93.61	99.49	89.77
17IA116-1		99.73	94.45	99.51	90.14
17IL75-3		99.70	93.87	99.51	90.24
17IL76-1		99.70	93.85	99.50	90.04
17LA48-2		99.73	94.48	99.55	90.95
17LA49-3		99.72	94.22	99.53	90.50
17LA67-2		99.75	94.81	99.50	90.09
17MN145-1		99.72	94.35	99.50	90.03
17MN145-2		99.72	94.26	99.50	89.93
17MN146-1		99.70	93.95	99.50	90.07
17MN146-2		99.70	93.96	99.50	90.03
17MN150-1		99.70	93.98	99.52	90.39
17MN150-2		99.70	93.92	99.52	90.37
17MN78-2		99.69	93.59	99.49	89.81
17MNBT-10		99.71	94.01	99.53	90.65
17MNBT-11		99.70	93.88	99.49	89.88
17MNBT-12		99.67	93.20	99.51	90.14
17MNBT-13		99.70	93.97	99.49	89.75
17MNBT-14		99.70	93.80	99.49	89.85
17MNBT-15		99.70	93.89	99.47	89.39
17MNBT-16		99.70	93.91	99.49	89.90
17MNBT-17		99.72	94.27	99.50	89.92
17MNBT-18		99.69	93.72	99.47	89.45
17MNBT-19		99.72	94.19	99.48	89.54
17MNBT-2		99.70	93.92	99.52	90.30
17MNBT-20		99.72	94.31	99.55	90.96
17MNBT-21		99.73	94.44	99.48	89.67
17MNBT-23		99.68	93.55	99.48	89.65
17MNBT-24		99.70	93.81	99.51	90.16
17MNBT-3		99.69	93.76	99.51	90.14
17MNBT-4		99.70	93.82	99.51	90.12
17MNBT-5		99.73	94.47	99.51	90.16
17MNBT-6		99.67	93.28	99.50	90.07
17MNBT-7		99.73	94.45	99.49	89.89
17MNBT-8		99.70	93.89	99.47	89.41
17MNBT-9		99.71	94.18	99.50	90.04
17MS65-1		99.70	93.80	99.50	90.00
17MS65-3		99.70	93.82	99.50	90.02
17SD126-1		99.69	93.72	99.49	89.85
17SD126-2		99.72	94.28	99.53	90.62
17SD126-3		99.70	93.79	99.48	89.69
17SD129-3		99.71	94.05	99.50	90.06
17SD132-1		99.70	93.86	99.49	89.88
17SD133-2		99.72	94.32	99.50	90.04
17SD80-2		99.76	95.06	99.55	91.01
17TX1-2		99.70	93.82	99.50	90.02
17TX62-3		99.74	94.66	99.51	90.28
17TX9-2		99.74	94.65	99.52	90.43
18MNBT-37		99.73	94.52	99.53	90.55
18MNBT-38		99.71	94.05	99.49	89.90
18MNBT-39		99.68	93.51	99.44	88.92
18MNBT-41		99.71	94.04	99.48	89.65
18MNBT-42		99.68	93.58	99.47	89.46
18MNBT-43		99.79	95.70	99.60	91.91
18MNBT-44		99.71	94.10	99.50	90.07
18MNBT-45		99.86	97.13	99.70	93.88
18MNBT-46		99.71	94.04	99.48	89.66
18MNBT-47		99.71	94.13	99.53	90.57
18MNBT-49		99.73	94.44	99.48	89.62
18MNBT-51		99.71	94.00	99.47	89.44
18MNBT-52		99.75	94.83	99.54	90.86
18MNBT-53		99.71	94.12	99.49	89.83
18MNBT-54		99.70	93.86	99.50	89.99
18MNBT-55		99.70	93.95	99.47	89.45
18MNBT-56		99.71	94.06	99.45	89.12
18MNBT-57		99.72	94.33	99.51	90.10
18MNBT-58		99.70	93.91	99.49	89.90
90GA16-1		99.67	93.25	99.70	93.87
90LA38-1		99.60	91.99	99.72	94.33
90MN137-1		99.74	94.76	99.52	90.47
90MN13B-3		99.75	94.86	99.55	90.99
90MN148-1		99.75	94.80	99.54	90.85
90MN17B-1		99.76	94.99	99.56	91.22
90MN1B-1		99.72	94.23	99.52	90.38
90MN2B-1		99.72	94.20	99.52	90.35
90MN5B-1		99.18	84.14	99.51	90.19
90MN8B-2		99.74	94.73	99.54	90.76
90MN9B-4		99.66	93.14	99.69	93.73
90PA162-1		99.77	95.27	99.52	90.48
90SD164-1		99.60	92.01	99.72	94.26
90SD171-1		99.70	93.89	99.56	91.25
90SD172-1		99.61	92.22	99.72	94.35
90TX45-1		99.66	93.03	99.47	89.46
90TX47-1		99.75	94.85	99.55	90.95
90TX70-1		99.73	94.39	99.73	94.56
90WI131-1		99.74	94.66	99.54	90.80
90WI132-1		99.76	94.99	99.52	90.44
PCA16-15-1-1		99.19	84.37	99.55	90.89
Pca2016-10-1		99.13	83.16	99.48	89.72
Pca2016-1-1		99.13	83.30	99.49	89.77
Pca2016-13-1		99.17	84.03	99.51	90.16
Pca2016-15-1		99.17	83.89	99.52	90.35
Pca2016-16-1		99.13	83.15	99.48	89.72
Pca2016-2-1		99.13	83.25	99.49	89.75
Pca2016-3-2		99.12	83.14	99.48	89.71
Pca2016-6-2		99.13	83.25	99.49	89.77
Pca2016-8-1		99.13	83.30	99.49	89.83
Pca2016-9-2		99.13	83.22	99.49	89.76
Pca43-1		99.14	83.42	99.49	89.88
Pca56-3		99.14	83.43	99.49	89.86
Pca57-4		99.13	83.26	99.49	89.76
Pca58-3		99.13	83.30	99.49	89.83
Pca59-6		99.13	83.26	99.49	89.76
Pca60-7		99.14	83.34	99.49	89.84
Pca61-8		99.13	83.27	99.49	89.77
Pca62-9		99.14	83.36	99.49	89.87
Pca65-12		99.14	83.44	99.50	89.94
Pca70-17		99.13	83.19	99.49	89.75
Pca70-2		99.13	83.21	99.49	89.75
Pca73-20		99.13	83.27	99.49	89.79
Pca77-46		99.24	85.26	99.60	91.84
PCA84-1-1		99.13	83.23	99.49	89.78
PCA84-1-1_1		99.13	83.31	99.49	89.83
Pca85-1		99.13	83.21	99.49	89.75
Pca85-26		99.13	83.29	99.49	89.82
UVPca10-98		99.13	83.24	99.49	89.79
UVPca14-98		99.12	83.12	99.48	89.66
UVPca1-98		99.13	83.32	99.49	89.81
UVPca8-98		99.13	83.25	99.49	89.82
